"","cell","natural","current_operations","combined_operations","combined_operations_AWSA","x","y","z"
"8156",10280,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509374,743011,4629
"8157",10281,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509388,743062,4630
"8158",10282,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509383,743049,4630
"8159",10283,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509379,743024,4630
"8160",10284,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509381,743036,4630
"8161",10285,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509410,743181,4633
"8162",10286,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509395,743127,4630
"8163",10287,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509399,743140,4630
"8164",10288,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509402,743154,4632
"8165",10289,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509405,743167,4632
"8166",10290,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509405,743208,4633
"8167",10291,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509402,743194,4632
"8168",10292,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509440,743334,4634
"8169",10293,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509436,743317,4634
"8170",10294,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509430,743301,4634
"8171",10295,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509424,743284,4633
"8172",10296,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509415,743268,4633
"8173",10297,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509408,743253,4633
"8174",10298,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509400,743238,4633
"8175",10299,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509394,743223,4633
"8176",10300,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509430,743346,4633
"8177",10301,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509446,743396,4633
"8178",10302,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509437,743385,4633
